leaf_id,tree_species,date,time,gs,temp,sensor_serial_number,sensor_cal_number,leaf_sensor_rh,filter_sensor_rh,leaf_orientation,leaf_sun_exposure,notes
SF01,Salix x fragilis,2023-06-28,13:04:04,297.1,17.4,LPS2225,2303409,53.8,27.2,SE,Overcast,"Small Breeze,Dried leaf"
SF02,Salix x fragilis,2023-06-28,13:09:00,374.3,17.5,LPS2225,2303409,57.3,29.1,N,Overcast,"Small Breeze,Dried leaf"
SF03,Salix x fragilis,2023-06-28,13:13:59,340.9,17.9,LPS2225,2303409,56.3,28.7,SE,Sun Flecks,"Small Breeze,Dried leaf"
BU01,Betula utilis var. jacquemontii 'Trinity College',2023-06-28,13:18:51,176.5,18.3,LPS2225,2303409,46,23.5,E,Overcast,"Still,Dried leaf"
BU02,Betula utilis var. jacquemontii 'Trinity College',2023-06-28,13:23:14,188.3,18.3,LPS2225,2303409,46.9,23.8,E,Overcast,"Still,Dried leaf"
BU03,Betula utilis var. jacquemontii 'Trinity College',2023-06-28,13:26:52,201.3,18.4,LPS2225,2303409,48.5,25,E,Overcast,"Still,Dried leaf"
GB01,Ginkgo biloba,2023-06-28,13:31:59,217.5,20.7,LPS2225,2303409,50.5,25.9,SE,Sun,Small Breeze
GB02,Ginkgo biloba,2023-06-28,13:38:07,261.2,21.4,LPS2225,2303409,53.2,27.3,S,Sun,"Small Breeze,Shade PhotosynQ"
GB03,Ginkgo biloba,2023-06-28,13:41:07,285.6,22.3,LPS2225,2303409,54.7,28.1,SE,Sun Flecks,"Small Breeze,Sun PhotosynQ, chose new leaf"
QR01,Quercus robur,2023-06-28,13:45:43,302.9,21.7,LPS2225,2303409,55.6,28.6,NW,Overcast,"Small Breeze,Dried leaf"
QR02,Quercus robur,2023-06-28,13:50:46,296.6,19.6,LPS2225,2303409,54.9,27.9,NW,Overcast,"Small Breeze,Dried leaf"
QR03,Quercus robur,2023-06-28,13:54:39,331.8,18.8,LPS2225,2303409,56.3,28.8,NE,Overcast,"Small Breeze,Dried leaf"
AU01,Arbutus unedo,2023-06-28,13:59:00,348.8,18.3,LPS2225,2303409,57.2,29.6,E,Overcast,"Still,Dried leaf"
AU02,Arbutus unedo,2023-06-28,14:07:23,216.7,19.4,LPS2225,2303409,50.1,25.7,NE,Overcast,"Still,Dried leaf"
AU03,Arbutus unedo,2023-06-28,14:11:32,238.4,19.6,LPS2225,2303409,51.9,26.8,E,Overcast,"Still,Dried leaf"
AI01,Aesculus indica,2023-06-28,14:16:42,196.5,19.5,LPS2225,2303409,48.4,24.7,SE,Overcast,Small Breeze
AI02,Aesculus indica,2023-06-28,14:20:52,98.8,19.9,LPS2225,2303409,37.2,19.4,E,Overcast,Small Breeze
AI03,Aesculus indica,2023-06-28,14:26:31,151.6,19.5,LPS2225,2303409,44.2,22.8,SE,Sun Flecks,"Small Breeze,Overcast photosynQ"
JN01,Juglans nigra,2023-06-28,14:30:09,87,19.4,LPS2225,2303409,34.3,17.6,NE,Overcast,Breezy
JN02,Juglans nigra,2023-06-28,14:33:12,80.2,19.2,LPS2225,2303409,32.9,17,N,Overcast,Breezy
JN03,Juglans nigra,2023-06-28,14:35:42,118,19,LPS2225,2303409,39.7,20.6,SE,Overcast,Breezy
DI01,Davidia involucrata var. vilmoriniana,2023-06-28,14:41:16,208.7,18.7,LPS2225,2303409,49.2,25.4,S,Overcast,Breezy
DI02,Davidia involucrata var. vilmoriniana,2023-06-28,14:45:33,185.1,18.7,LPS2225,2303409,47,24,S,Overcast,Breezy
DI03,Davidia involucrata var. vilmoriniana,2023-06-28,14:48:28,199.6,18.8,LPS2225,2303409,48.6,25,S,Overcast,Breezy
QR01,Quercus robur,2023-06-29,09:01:55,320.3,18.5,LPS2225,2102508,49.8,24.3,NW,Shade,"Still,Changed leaf after porometry to a nearby lef."
QR02,Quercus robur,2023-06-29,09:06:17,326.8,17.7,LPS2225,2102508,50.1,24.9,NW,Shade,Still
QR03,Quercus robur,2023-06-29,09:09:46,347.4,17.2,LPS2225,2102508,51,25.4,NE,Shade,Still
AU01,Arbutus unedo,2023-06-29,09:15:43,254.1,17.1,LPS2225,2102508,45.9,22.9,E,Sun Flecks,Small Breeze
AU02,Arbutus unedo,2023-06-29,09:19:11,182.8,17.5,LPS2225,2102508,40.6,20.5,NE,Sun Flecks,Small Breeze
AU03,Arbutus unedo,2023-06-29,09:22:01,260.5,18.2,LPS2225,2102508,47.1,23.8,E,Sun Flecks,Small Breeze
AI01,Aesculus indica,2023-06-29,09:25:14,276.5,18.2,LPS2225,2102508,47.9,24,SE,Sun Flecks,Small Breeze
AI02,Aesculus indica,2023-06-29,09:31:57,211.4,18.7,LPS2225,2102508,43.2,21.4,E,Sun Flecks,Small Breeze
AI03,Aesculus indica,2023-06-29,09:35:34,328.6,18.9,LPS2225,2102508,50.9,25.4,SE,Sun Flecks,Small Breeze
JN01,Juglans nigra,2023-06-29,09:40:23,100.1,19.3,LPS2225,2102508,31,15.7,NE,Shade,Breezy
JN02,Juglans nigra,2023-06-29,09:42:50,94,18.9,LPS2225,2102508,30,15.5,N,Shade,Breezy
JN03,Juglans nigra,2023-06-29,09:46:56,106.5,18.3,LPS2225,2102508,31.8,16.3,SE,Shade,Breezy
DI01,Davidia involucrata var. vilmoriniana,2023-06-29,09:49:10,214.8,18.6,LPS2225,2102508,44,22.3,S,Sun,Breezy
DI02,Davidia involucrata var. vilmoriniana,2023-06-29,09:52:10,180.5,20.8,LPS2225,2102508,41.7,21.1,S,Sun,Breezy
DI03,Davidia involucrata var. vilmoriniana,2023-06-29,09:54:29,168.3,21,LPS2225,2102508,40.4,20.5,S,Sun,Breezy
PD01,Phoenix dactylifera,2023-06-29,10:01:41,191.6,20.9,LPS2225,2102508,42.6,21.5,S,Sun,Still
PD02,Phoenix dactylifera,2023-06-29,10:04:51,129.9,20.1,LPS2225,2102508,35.7,18,SW,Sun Flecks,Still
PD03,Phoenix dactylifera,2023-06-29,10:07:24,134,19.6,LPS2225,2102508,36.4,18.6,NW,Sun Flecks,Still
WN01,Wollemia nobilis,2023-06-29,10:11:15,104.5,19.8,LPS2225,2102508,32.1,16.4,N,Shade,"Still,Difficulty covering sensor"
WN02,Wollemia nobilis,2023-06-29,10:14:02,120,19.3,LPS2225,2102508,34.4,17.6,S,Shade,"Still,Difficulty covering sensor"
WN03,Wollemia nobilis,2023-06-29,10:19:49,135.6,19.4,LPS2225,2102508,36.5,18.6,N,Shade,"Still,Difficulty covering sensor"
TT02,Tilia tomentosa,2023-06-29,10:23:09,139.1,19.1,LPS2225,2102508,36.6,18.4,NW,Shade,Small Breeze
TT01,Tilia tomentosa,2023-06-29,10:25:51,145,18.7,LPS2225,2102508,37.4,19.1,W,Shade,Small Breeze
TT03,Tilia tomentosa,2023-06-29,10:29:13,112.4,18.3,LPS2225,2102508,32.5,16.6,W,Shade,Small Breeze
OC01,Ostrya carpinifolia,2023-06-29,10:32:41,222.3,18,LPS2225,2102508,44.2,22.3,NW,Shade,Small Breeze
OC02,Ostrya carpinifolia,2023-06-29,10:36:04,187.4,17.8,LPS2225,2102508,41.2,20.8,SW,Shade,Small Breeze
OC03,Ostrya carpinifolia,2023-06-29,10:39:26,218,17.8,LPS2225,2102508,43.7,21.9,W,Shade,Small Breeze
MGL01,Metasequoia glyptosroboides,2023-06-29,10:43:08,130.8,17.8,LPS2225,2102508,35,17.9,SE,Shade,Breezy
MGL02,Metasequoia glyptosroboides,2023-06-29,10:50:21,119.6,17.7,LPS2225,2102508,33.5,17.2,NW,Shade,Breezy
MGL03,Metasequoia glyptosroboides,2023-06-29,10:55:39,170.8,17.7,LPS2225,2102508,39.8,20.4,W,Shade,Breezy
SH01,Sorbus hibernica,2023-06-29,11:35:02,206.7,18.8,LPS2225,2102508,42.8,21.1,S,Overcast,Small Breeze
SH02,Sorbus hibernica,2023-06-29,11:37:35,221.1,18.5,LPS2225,2102508,44.5,22.6,SE,Overcast,Small Breeze
SH03,Sorbus hibernica,2023-06-29,11:40:08,220,18.2,LPS2225,2102508,44.4,22.5,S,Overcast,Small Breeze
CB01,Carpinus betulus,2023-06-29,11:43:26,224,18.2,LPS2225,2102508,44.1,22,NW,Overcast,Breezy
CB02,Carpinus betulus,2023-06-29,11:46:49,204.1,18.2,LPS2225,2102508,42.7,21.4,SW,Overcast,Breezy
CB03,Carpinus betulus,2023-06-29,11:49:41,228.4,18.1,LPS2225,2102508,44.8,22.7,S,Overcast,Breezy
CS01,Castanea sativa,2023-06-29,11:53:10,269.4,17.6,LPS2225,2102508,47.1,23.5,W,Overcast,Breezy
CS02,Castanea sativa,2023-06-29,11:56:12,217.8,17.4,LPS2225,2102508,43.5,21.9,SW,Overcast,Breezy
CS03,Castanea sativa,2023-06-29,11:59:15,221.9,17.3,LPS2225,2102508,43.8,22.1,SW,Overcast,Breezy
MG01,Magnolia grandiflora,2023-06-29,12:03:04,197,17.5,LPS2225,2102508,41.8,21,S,Overcast,Small Breeze
MG02,Magnolia grandiflora,2023-06-29,12:06:10,227.3,17.8,LPS2225,2102508,44.7,22.6,W,Overcast,Small Breeze
MG03,Magnolia grandiflora,2023-06-29,12:12:44,216.3,18.2,LPS2225,2102508,44.3,22.7,W,Overcast,Small Breeze
AM01,Acacia melanoxylon,2023-06-29,12:17:56,145.9,20.6,LPS2225,2102508,37.8,19,NW,Sun Flecks,Small Breeze
AM02,Acacia melanoxylon,2023-06-29,12:21:13,137.6,20.7,LPS2225,2102508,36.8,18.6,SW,Sun Flecks,Small Breeze
AM03,Acacia melanoxylon,2023-06-29,12:23:52,74,20.7,LPS2225,2102508,26.9,14.1,NE,Sun Flecks,Small Breeze
CM01,Crataegus monogyna,2023-06-29,12:26:41,133.2,20.4,LPS2225,2102508,36.7,19,E,Sun Flecks,Small Breeze
CM02,Crataegus monogyna,2023-06-29,12:31:57,114,20.5,LPS2225,2102508,33.6,17.1,NE,Shade,Small Breeze
CM03,Crataegus monogyna,2023-06-29,12:35:38,118.6,19.7,LPS2225,2102508,34.3,17.5,E,Shade,Breezy
AG01,Alnus glutinosa,2023-06-29,12:53:57,220.1,19.1,LPS2225,2102508,44,21.7,E,Overcast,Breezy
AG03,Alnus glutinosa,2023-06-29,12:57:00,248.8,19.2,LPS2225,2102508,46.6,23.4,N,Overcast,Breezy
AG02,Alnus glutinosa,2023-06-29,12:59:40,174.7,19.3,LPS2225,2102508,40.8,20.7,NE,Overcast,Breezy
CA01,Corylus avellana,2023-06-29,13:07:59,196.6,19,LPS2225,2102508,42.4,21.2,SE,Overcast,Breezy
CA02,Corylus avellana,2023-06-29,13:10:33,261.1,18.8,LPS2225,2102508,47.4,23.9,S,Overcast,Breezy
CA03,Corylus avellana,2023-06-29,13:17:16,139.3,18.8,LPS2225,2102508,36.2,18.1,SE,Overcast,Breezy
SF01,Salix x fragilis,2023-06-29,13:27:57,340.1,19.3,LPS2225,2102508,51.7,25.9,SE,Overcast,Breezy
SF02,Salix x fragilis,2023-06-29,13:32:30,288.7,18.8,LPS2225,2102508,48.8,24.3,N,Overcast,Breezy
SF03,Salix x fragilis,2023-06-29,13:35:49,362.9,18.6,LPS2225,2102508,52.9,27,SE,Overcast,Breezy
BU01,Betula utilis var. jacquemontii 'Trinity College',2023-06-29,13:39:57,148.4,18.3,LPS2225,2102508,37.2,18.8,E,Overcast,Small Breeze
BU02,Betula utilis var. jacquemontii 'Trinity College',2023-06-29,13:46:01,91.4,18.2,LPS2225,2102508,28.4,14,E,Overcast,Small Breeze
BU03,Betula utilis var. jacquemontii 'Trinity College',2023-06-29,13:48:49,71,18.3,LPS2225,2102508,24.9,12.7,E,Overcast,Small Breeze
GB02,Ginkgo biloba,2023-06-29,13:52:15,219.6,18.9,LPS2225,2102508,44.2,22.1,S,Sun,Small Breeze
GB01,Ginkgo biloba,2023-06-29,13:55:13,219.6,20.6,LPS2225,2102508,45.4,23.3,SE,Sun,Small Breeze
GB03,Ginkgo biloba,2023-06-29,13:57:36,214.6,22,LPS2225,2102508,45.3,23.6,SE,Sun Flecks,Small Breeze
CS01,Castanea sativa,2023-06-30,08:50:36,284,18,LPS2225,2103009,50.9,25.1,W,Overcast,Breezy
CS02,Castanea sativa,2023-06-30,08:54:28,214.2,17.2,LPS2225,2103009,46.3,23.3,SW,Overcast,Breezy
CS03,Castanea sativa,2023-06-30,08:58:14,256.7,16.8,LPS2225,2103009,48.7,24.2,SW,Overcast,Breezy
CB01,Carpinus betulus,2023-06-30,09:01:57,202.1,16.6,LPS2225,2103009,45.1,22.8,NW,Overcast,Breezy
CB02,Carpinus betulus,2023-06-30,09:05:42,189.4,16.6,LPS2225,2103009,43.9,22.1,SW,Overcast,Breezy
CB03,Carpinus betulus,2023-06-30,09:09:09,213.3,16.6,LPS2225,2103009,45.7,22.8,S,Overcast,Breezy
SH02,Sorbus hibernica,2023-06-30,09:13:33,167.5,16.5,LPS2225,2103009,41.6,20.9,SE,Overcast,Breezy
SH01,Sorbus hibernica,2023-06-30,09:17:01,178.9,16.4,LPS2225,2103009,43.9,23,S,Overcast,Breezy
SH03,Sorbus hibernica,2023-06-30,09:20:21,190.9,16.6,LPS2225,2103009,43.7,21.7,S,Overcast,Breezy
MGL01,Metasequoia glyptosroboides,2023-06-30,09:24:46,185.9,16.7,LPS2225,2103009,43.3,21.5,SE,Overcast,Breezy
MGL02,Metasequoia glyptosroboides,2023-06-30,09:28:30,136.5,16.8,LPS2225,2103009,38.5,19.6,NW,Overcast,Breezy
MGL03,Metasequoia glyptosroboides,2023-06-30,09:31:53,133.5,17,LPS2225,2103009,38,19.2,W,Overcast,"Breezy,Two leaves clamped together during PhotosynQ"
OC01,Ostrya carpinifolia,2023-06-30,09:35:04,210.2,17,LPS2225,2103009,45.9,23,NW,Overcast,Breezy
OC02,Ostrya carpinifolia,2023-06-30,09:38:38,204,17.1,LPS2225,2103009,45.3,22.7,SW,Overcast,Breezy
OC03,Ostrya carpinifolia,2023-06-30,09:42:03,160.6,17,LPS2225,2103009,41.2,20.7,W,Overcast,Breezy
TT01,Tilia tomentosa,2023-06-30,09:47:47,143.1,17,LPS2225,2103009,39.5,20.2,W,Overcast,Breezy
TT02,Tilia tomentosa,2023-06-30,09:50:59,175.1,17,LPS2225,2103009,43.1,22,NW,Overcast,Breezy
TT03,Tilia tomentosa,2023-06-30,09:54:22,114.6,16.9,LPS2225,2103009,35.5,18.1,W,Overcast,Breezy
WN02,Wollemia nobilis,2023-06-30,09:57:25,120.5,17,LPS2225,2103009,36.5,18.7,S,Overcast,"Breezy,Difficulty covering sensor"
WN01,Wollemia nobilis,2023-06-30,10:00:43,130.8,17,LPS2225,2103009,37.7,19.1,N,Overcast,"Breezy,Dried leaf,Difficulty covering sensor"
WN03,Wollemia nobilis,2023-06-30,10:10:30,195.3,17.1,LPS2225,2103009,45,22.9,N,Overcast,"Breezy,Drizzle, dried leaf,Difficulty covering sensor"
PD01,Phoenix dactylifera,2023-06-30,10:14:45,157.8,17,LPS2225,2103009,41.4,21.3,S,Overcast,Breezy
PD02,Phoenix dactylifera,2023-06-30,10:18:11,111.8,17.1,LPS2225,2103009,35.5,18.3,SW,Overcast,Breezy
PD03,Phoenix dactylifera,2023-06-30,10:21:14,110.7,17.2,LPS2225,2103009,35,17.9,NW,Overcast,Breezy
DI02,Davidia involucrata var. vilmoriniana,2023-06-30,10:24:12,176.9,17.7,LPS2225,2103009,43.2,21.8,S,Overcast,"Still,Drizzle"
DI03,Davidia involucrata var. vilmoriniana,2023-06-30,10:30:39,181.3,19,LPS2225,2103009,44.7,22.8,S,Overcast,"Still,Drizzle"
DI01,Davidia involucrata var. vilmoriniana,2023-06-30,10:33:31,236.9,19.3,LPS2225,2103009,49.1,24.9,S,Overcast,"Still,Drizzle"
JN01,Juglans nigra,2023-06-30,11:07:08,133.9,19.9,LPS2225,2103009,38.7,18.8,NE,Overcast,Windy
JN02,Juglans nigra,2023-06-30,11:11:11,125.6,19.3,LPS2225,2103009,38.5,19.8,N,Overcast,Windy
JN03,Juglans nigra,2023-06-30,11:13:37,194.1,19,LPS2225,2103009,45.1,22.4,SE,Overcast,Windy
AI01,Aesculus indica,2023-06-30,11:17:11,250.8,18.8,LPS2225,2103009,49.6,24.9,SE,Overcast,Windy
AI02,Aesculus indica,2023-06-30,11:20:29,179.5,18.6,LPS2225,2103009,43.9,22.1,E,Overcast,Windy
AI03,Aesculus indica,2023-06-30,11:23:22,211.7,18.4,LPS2225,2103009,46.6,23.3,SE,Overcast,Windy
AU01,Arbutus unedo,2023-06-30,11:32:57,275.1,18.7,LPS2225,2103009,50.9,25.4,E,Overcast,Windy
AU02,Arbutus unedo,2023-06-30,11:36:17,244,18.7,LPS2225,2103009,49.3,25,NE,Overcast,Windy
AU03,Arbutus unedo,2023-06-30,11:39:59,352.1,18.4,LPS2225,2103009,55,27.9,E,Overcast,Windy
QR01,Quercus robur,2023-06-30,11:46:41,338.5,18.1,LPS2225,2103009,53.6,26.5,NW,Overcast,"Breezy,Drizzle, dried leaf"
QR02,Quercus robur,2023-06-30,11:53:44,334.1,18.2,LPS2225,2103009,53.5,26.5,NW,Overcast,"Breezy,Drizzle, dried leaf"
QR03,Quercus robur,2023-06-30,11:57:56,351.1,18.5,LPS2225,2103009,54.4,26.9,NE,Overcast,"Breezy,Drizzle, dried leaf"
GB01,Ginkgo biloba,2023-06-30,12:01:47,294.3,19.7,LPS2225,2103009,52.8,26.8,SE,Overcast,"Small Breeze,Dried leaf"
GB02,Ginkgo biloba,2023-06-30,12:05:28,283.1,20.5,LPS2225,2103009,52.4,26.7,S,Overcast,"Small Breeze,Dried leaf"
GB03,Ginkgo biloba,2023-06-30,12:08:47,211.8,20.8,LPS2225,2103009,47.6,24.1,SE,Overcast,"Small Breeze,Dried leaf"
BU01,Betula utilis var. jacquemontii 'Trinity College',2023-06-30,12:22:52,169.7,19.5,LPS2225,2103009,43,21.2,E,Overcast,Windy
BU02,Betula utilis var. jacquemontii 'Trinity College',2023-06-30,12:26:12,188.6,19.3,LPS2225,2103009,44.8,22.3,E,Overcast,Windy
BU03,Betula utilis var. jacquemontii 'Trinity College',2023-06-30,12:29:04,188,19.1,LPS2225,2103009,45.2,23,E,Overcast,Windy
SF02,Salix x fragilis,2023-06-30,12:36:17,415.3,18.9,LPS2225,2103009,57.4,28.9,N,Overcast,Windy
SF01,Salix x fragilis,2023-06-30,12:40:36,389.8,18.7,LPS2225,2103009,56.6,28.7,SE,Overcast,Windy
SF03,Salix x fragilis,2023-06-30,12:44:37,384,18.7,LPS2225,2103009,56.5,28.8,SE,Overcast,Windy
CA01,Corylus avellana,2023-06-30,12:48:42,224.5,18.7,LPS2225,2103009,48,24.4,SE,Overcast,Windy
CA02,Corylus avellana,2023-06-30,12:52:16,316.4,18.9,LPS2225,2103009,53.8,27.5,S,Overcast,Windy
CA03,Corylus avellana,2023-06-30,12:58:32,154.9,18.8,LPS2225,2103009,41.7,21.2,SE,Overcast,Windy
AG01,Alnus glutinosa,2023-06-30,13:04:35,220.4,18.7,LPS2225,2103009,47.1,23.4,E,Overcast,Breezy
AG02,Alnus glutinosa,2023-06-30,13:08:06,144.4,18.6,LPS2225,2103009,40.4,20.6,NE,Overcast,Breezy
AG03,Alnus glutinosa,2023-06-30,13:11:23,273,18.5,LPS2225,2103009,50.9,25.6,N,Overcast,Breezy
CM01,Crataegus monogyna,2023-06-30,13:15:02,200.2,18.3,LPS2225,2103009,46.9,24.7,E,Overcast,Breezy
CM02,Crataegus monogyna,2023-06-30,13:18:41,82.4,18.3,LPS2225,2103009,31.1,16.4,NE,Overcast,Breezy
CM03,Crataegus monogyna,2023-06-30,13:21:58,146.1,18.3,LPS2225,2103009,40.3,20.4,E,Overcast,Breezy
AM02,Acacia melanoxylon,2023-06-30,13:25:53,144.8,18.7,LPS2225,2103009,40.1,20.1,SW,Overcast,"Windy,Drizzle"
AM01,Acacia melanoxylon,2023-06-30,13:29:16,163.2,18.8,LPS2225,2103009,43.3,22.6,NW,Overcast,Breezy
AM03,Acacia melanoxylon,2023-06-30,13:32:23,124.7,18.9,LPS2225,2103009,38.5,20,NE,Overcast,"Breezy,Drizzle"
MG01,Magnolia grandiflora,2023-06-30,13:36:07,213.7,19.3,LPS2225,2103009,47.3,23.9,S,Overcast,"Breezy,Light Rain"
MG02,Magnolia grandiflora,2023-06-30,13:39:30,250.7,19.3,LPS2225,2103009,50.3,25.7,W,Overcast,"Breezy,Light Rain"
MG03,Magnolia grandiflora,2023-06-30,13:45:10,227.1,19.3,LPS2225,2103009,48.3,24.4,W,Overcast,"Breezy,Light Rain"
